Title,Keywords
Machine Learning for Offensive Security: Sandbox Classification Using Decision Trees and Artificial Neural Networks,Decision trees; Forestry; Information dissemination; Intelligent computing; Machine learning; Network security; Trees (mathematics); Massive data; Offensive operations; Phishing; Neural networks
Simulation and Emulation of X-Ray Diffraction from Dynamic Compression Experiments,Bragg cells; Codes (symbols); Computation theory; Continuum mechanics; Crystal lattices; Crystallites; Data Science; Deformation; Diffraction patterns; Hydrodynamics; Interferometry; Molecular crystals; Nanocrystalline materials; Parameterization; Single crystals; X ray diffraction; Arbitrary Lagrangian Eulerian; Crystal lattice deformation; Cyclotrimethylenetrinitramine; Dynamic compression experiment; In-situ X-ray diffraction; Parametric uncertainties; Single-crystal materials; Thermo-mechanical response; Inverse problems
Single pursuer and two cooperative evaders in the border defense differential game,Antennas; Aspect ratio; Crime; Game theory; Ground vehicles; Unmanned aerial vehicles (UAV); Differential games; Geometric properties; Human trafficking; Minimum distance; Optimal policies; Potential threats; Rectangular area; State information; Network security
Volume and frequency-independent spreading of droplets driven by ultrasonic surface vibration,
Improving the Reliability of TMR with Nontriplicated I/O on SRAM FPGAs,Fault tolerant computer systems; Ionizing radiation; Logic gates; Neutron scattering; Radiation effects; Radiation hardening; Redundancy; Configuration scrubbing; Fault injection; Radiation testing; Single event effects; Single event upsets; Single point failure; Triple modular redundancy; Field programmable gate arrays (FPGA)
Statistical method to extract radiation-induced multiple-cell upsets in SRAM-Based FPGAs,Error correction; Logic gates; Microcontrollers; Radiation effects; Radiation protection; Statistical methods; Error correction codes; Multiple bit upset; Multiple cell upset; Physical layout; Radiation testing; Radiation tests; Radiation-induced; Single event effects; Field programmable gate arrays (FPGA)
Electromagnetic excitation technique for nonlinear resonant ultrasound spectroscopy,Magnetic fields; Nondestructive examination; Piezoelectricity; Spectroscopy; Transducers; Ultrasonic applications; Vibrations (mechanical); Electromagnetic excitations; Electromagnetic techniques; Electromagnetic transducer; Non destructive evaluation; Non-linear parameters; Nonlinear resonant ultrasound spectroscopies; Resonance frequencies; Selective excitations; Electric excitation
On the modeling of a contact-aided cross-axis flexural pivot,Aspect ratio; Computational efficiency; Computer programming; Mechanisms; Stiffness; Constraint model; Contact-aided compliant mechanisms; Cross-Axis Flexural Pivot; Geometrical aspects; Numerical results; Preliminary design; Rotational stiffness; Software frameworks; MATLAB
Model predictive control and estimation of managed pressure drilling using a real-time high fidelity flow model,Controllers; Infill drilling; Oil well drilling; Controller models; Feedback measurements; High fidelity models; Highly accurate; Managed Pressure Drilling; Physical systems; Simulation studies; System modeling; Model predictive control
Coherence analysis of the noise from a simulated highly heated laboratory-scale jet,Acoustic noise measurement; Afterburners (engine); Large eddy simulation; Military aircraft; Shear flow; Afterburning; Coherence analysis; High temperature ratio; Large Eddy simulation methods; Measurements of; Noise production; Shear layer; Transfer information; Jet aircraft
Measuring Compliance of Driver Yielding at Enhanced Pedestrian Crossings in Utah,Crosswalks; Footbridges; Traffic signals; Fatality rates; High intensity; Safety impact; Safety measures; Speed limit; Technological enhancement; Utah department of transportations; Pedestrian safety
Array Antenna Gain Enhancement with the Poynting Streamline Method,Dipole antennas; Electromagnetic waves; Receiving antennas; Effective area; Gain enhancement; Minimum scattering antennas; Parasitic element; Poynting vectors; Antenna arrays
Exact relations between Rayleigh-Bénard and rotating plane Couette flow in two dimensions,Angular momentum; Dynamical systems; Momentum transfer; Reynolds equation; Reynolds number; Turbulent flow; Azimuthal momentum; Free-slip boundary conditions; Full three-dimensional; Independent variables; Momentum transports; Plane Couette flow; Taylor Couette flow; Velocity components; Shear flow
Cooperative relative navigation of multiple aircraft in global positioning system-denied/degraded environments,Ability testing; Air navigation; Aircraft; Data Sharing; Monte Carlo methods; Navigation; Cooperative operation; Coordinated resets; Expected improvements; Formation flying; Global navigation; GPS-denied navigations; Relative navigation; Sharing information; Global positioning system
Convolutional Neural Network Based on Complex Networks for Brain Tumor Image Classification with a Modified Activation Function,Brain; Chemical activation; Complex networks; Computer aided diagnosis; Convolution; Graph algorithms; Graph structures; Image classification; Magnetic resonance imaging; Tumors; Activation functions; Brain tumor classifications; Brain tumors; Clinical experience; Computer assisted diagnosis; Network structures; Neural network designs; Convolutional neural networks
Applying Compiler-Automated Software Fault Tolerance to Multiple Processor Platforms,Automation; Commercial off-the-shelf; Fault tolerance; Fault tolerant computer systems; Radiation hardening; Software testing; System-on-chip; Cache configurations; Mitigation techniques; Silent data corruption (SDC); Single event upsets; Soft error; Software fault tolerances; Software protection; Triple modular redundancy; Program compilers
Kinetostatic and dynamic modeling of flexure-based compliant mechanisms: A survey,Compliant mechanisms; Mechanisms; Precision engineering; Surveys; Future challenges; Kinetostatic; Large deflection; Mechanical behavior; Model approach; Paper surveys; Serial parallels; State of the art; Dynamics
Guest editorial an overview of the seabed characterization experiment,
Augmented Reality for Interactive Robot Control,Augmented reality; Dynamics; End effectors; Feedback; Holograms; Holographic displays; Man machine systems; Manipulators; Manual control; Motion planning; Process control; Robotic arms; Robotics; Structural dynamics; Complex operations; Force feedback; Human supervision; Interactive robot; Joy-stick interfaces; MicroSoft; Robot control systems; Robotic manipulators; Robot programming
Visio-acoustic data fusion for structural health monitoring applications,Acoustic arrays; Acoustic measuring instruments; Acoustic noise measurement; Costs; Data fusion; Machinery; Recovery; Structural dynamics; Video recording; Acoustic measurements; Acoustic techniques; Frequency contents; Information contents; Safety and securities; Spatial resolution; Structural health; Vibrational information; Structural health monitoring
A Low-Profile High-Efficiency Fast Battery Charger With Unifiable Constant-Current and Constant-Voltage Regulation,Charging time; Efficiency; System buses; Voltage regulators; Battery chargers; Constant current; Constant current and constant voltages; Hardware implementations; Output inductors; Power efficiency; State of the art; Universal serial bus; Secondary batteries
Atomic flux circuits,Atomic beams; Atoms; Frequency standards; Microfabrication; Quantum optics; Timing circuits; Ballistic trajectories; Equivalent electrical circuit model; Experimental parameters; Magnetooptical traps; Micro-fabrication techniques; Optical frequency standard; Precision metrology; Precision spectroscopy; Crystal atomic structure
"Detecting and imaging stress corrosion cracking in stainless steel, with application to inspecting storage canisters for spent nuclear fuel",Fuel storage; Imaging techniques; Localized corrosion; Nondestructive examination; Nuclear fuels; Radioactive materials; Residual stresses; Steel corrosion; Ultrasonic testing; Austentic stainless steels; Long term performance; Non destructive testing; Nonlinear resonant ultrasound spectroscopies; Rectangular samples; Spent nuclear fuels; Synchrotron x ray diffraction; Ultrasonic C-scan; Stress corrosion cracking
