TitleID,Authors,Title,Source title,Proceeding,Volume,Paper Area,Type,Conference Type,Paper Type,Approval,Chair_or_Editor1,Chair_or_Editor2
64,"Fistler M., Kerstein A., Lignell D.O., Oevermann M.",Turbulence modulation in particle-laden stationary homogeneous isotropic turbulence using one-dimensional turbulence,"ASEE Annual Conference and Exposition, Conference Proceedings",,,Energy dissipation; Kinetic energy; Kinetics; Modulation; Navier Stokes equations; Stochastic models; Stochastic systems; Turbulent flow; Energy dissipation rate; Homogeneous isotropic turbulence; Navier-Stokes turbulence; One dimensional turbulence; Particle Stokes number; Particle-induced turbulence; Physical interpretation; Statistical stationarity; Turbulence; Databases,Conference,Workshop,Full Paper,No,Chair 7,Chair 8
65,"Shamsabadi A., Schwicht D.E.W., Dasmeh A., Rollins K.M., Taciroglu E.",Validated Lateral Seismic Force-Displacement Backbone Curves for High-Speed Rail Bridge Abutments,Proceedings of SPIE - The International Society for Optical Engineering,25,,Railroad transportation; Seismology; Stiffness; Backbone curves; High speed rail; Large scale tests; Parametric curve; Tectonic faults; Three dimensional finite element model; Vertical differential movement; Vertical stiffness; Abutments (bridge); Databases,Conference,Expert Group,Poster,Yes,Chair 5,Chair 6
66,"Manandhar K., Ren Y., Stasak D., Hou H., Kirsch D., Sarker S., Mehta A., Sardar S., Xiao M., Weaver J.L., León C., Hart G., Sunaoshi T., Lemmon J.P., Takeuchi I.",High-Throughput Exploration of Lithium-Alloy Protection Layers for High-Performance Lithium-Metal Batteries,Geotechnical Special Publication,,3,Binary alloys; Cobalt alloys; Crystal structure; Crystallinity; Deposition; Lithium batteries; Metals; Thin films; Tin alloys; combinatorial; High through-put characterization; Li metal; Protection layers; Sn alloys; Lithium alloys,Journal,,Full Paper,Yes,Editor 7,Editor 8
67,"Howell R.G., Jensen R.R., Petersen S.L., Larsen R.T.",Measuring height characteristics of sagebrush (Artemisia sp.) using imagery derived from small unmanned aerial systems (SUAS),"ASEE Annual Conference and Exposition, Conference Proceedings",4,,Machine learning,Conference,Workshop,Short Paper,Yes,Chair 7,Chair 8
68,"Bahari M., Malmberg M.A., Brown D.M., Hadi Nazari S., Lewis R.S., Watt G.D., Harb J.N.",Oxidation efficiency of glucose using viologen mediators for glucose fuel cell applications with non-precious anodes,Proceedings of SPIE - The International Society for Optical Engineering,261,,Anodes; Electrochemical cells; Fuel cells; Glucose; Molar ratio; Oxygen; Reaction rates; Electrochemical conditions; Electrochemical experiments; Electrochemical reaction rates; Fuel cell application; Glucose fuel cells; Glucose oxidation; Oxidation efficiency; Viologens; Electrochemical oxidation; anoxic conditions; electrochemical method; electrode; experimental study; fuel cell; glucose; oxic conditions; oxidation; reaction rate,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
69,"Petrie A., Kinnison W., Song Y., Chiang S.-H.W., Layton K.",A 0.2-V 10-bit 5-kHz SAR ADC with Dynamic Bulk Biasing and Ultra-Low-Supply-Voltage Comparator,Geotechnical Special Publication,,2020-March,Comparators (optical); Economic and social effects; Integrated circuits; Biasing circuit; Circuit functionality; Load capacitors; Low power application; Low supply voltages; Measurements of; Strength ratios; Subthreshold; Comparator circuits; Databases,Journal,,Short Paper,Yes,Editor 7,Editor 8
70,"Taysom B.S., Sorensen C.D.",Controlling martensite and pearlite formation with cooling rate and temperature control in rotary friction welding,Geotechnical Special Publication,,150,Friction; Friction welding; Martensite; Martensitic transformations; Microstructure; Pearlite; Pearlitic transformations; Scanning electron microscopy; Temperature control; Welds; Cooling rates; Geometric properties; Interface temperatures; Microstructure control; Pearlitic microstructure; Rotary friction welding; Transformation; Weld microstructures; Cooling; Databases,Journal,,Short Paper,Yes,Editor 7,Editor 8
71,"Guo Z., Zhang M., Lee D.-J., Simons T.",Smart camera for quality inspection and grading of food products,Proceedings of the International Telemetering Conference,9,,Databases,Conference,Regular Conference,Demo Paper,Yes,Chair 9,Chair 10
72,"Lee D.-J., Fuller S.G., McCown A.S.",Optimization and implementation of synthetic basis feature descriptor on FPGA,IEEE Transactions on Antennas and Propagation,,9,Databases,Journal,,Demo Paper,Yes,Editor 1,Editor 2
73,"Clayton M.F., Bilodeau R.A., Bowden A.E., Fullwood D.T.",Nanoparticle orientation distribution analysis and design for polymeric piezoresistive sensors,Geotechnical Special Publication,,303,Electron transport properties; Electron tunneling; Finite element method; Inverse problems; Matrix algebra; Nanocomposites; Nanoparticles; Percolation (solid state); Poisson distribution; Polymers; Quantum chemistry; Solvents; Conductive nanoparticles; Effective medium theories; Orientation distributions; Percolation behavior; Percolation theory; Piezo-resistive behavior; Piezo-resistive sensors; Random resistor networks; Wearable sensors,Journal,,Demo Paper,Yes,Editor 7,Editor 8
74,"Ziaee M., Mahmood A., Crane N.B.",Optimization of laser sintering for demineralized bone/polycaprolactone composite powder for bone tissue scaffold,International Journal of Heat and Mass Transfer,,4,Databases,Journal,,Short Paper,Yes,Editor 5,Editor 6
75,"Jin M., Zhu B., Mo J., Yang Z., Zhang X., Howell L.L.",A CPRBM-based method for large-deflection analysis of contact-aided compliant mechanisms considering beam-to-beam contacts,Optics InfoBase Conference Papers,145,,Compliant mechanisms; Deformation; Mechanisms; Potential energy functions; Rigid structures; Contact analysis; Contact-aided compliant mechanisms; Geometric constraint; Geometric information; Large deflection; Large deflection analysis; Pseudo-rigid body models; Static equilibrium configurations; Numerical methods,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
76,"Wu R., Beutler J., Baxter L.L.",Non-catalytic ash effect on char reactivity,Proceedings of SPIE - The International Society for Optical Engineering,260,,Ashes; Biomass; Fuels; Gasification; Particle size; Reaction rates; Char gasification; Char reactivity; Diffusion controlled; Kinetic reactions; Kinetic reactivity; Kinetically controlled; Non-catalytic; Theoretical modeling; Kinetics; ash; biomass; burning; catalysis; experimental study; reaction kinetics; reactive transport; theoretical study; Machine learning,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
77,"Morgan W.S., Christensen J.E., Hamilton P.K., Jorgensen J.J., Campbell B.J., Hart G.L.W., Forcade R.W.",Generalized regular k-point grid generation on the fly,"ASEE Annual Conference and Exposition, Conference Proceedings",173,,Brute force search; Generalized grids; K points; K-point sampling; On the flies; Regular grids; Symmetry reduction; Uniform distribution; Density functional theory; Machine learning,Conference,Workshop,Full Paper,Yes,Chair 7,Chair 8
78,"Kunzler J.W., Bartschi J.M., Warnick K.F.",Compact structure with high TX-RX isolation for frequency domain duplexing on printed circuit boards,"ASEE Annual Conference and Exposition, Conference Proceedings",34,,Frequency division multiplexing; Frequency domain analysis; Low noise amplifiers; Microwave antennas; Notch filters; Printed circuit design; Receiving antennas; Slot antennas; Timing circuits; Defected ground plane; Electromagnetic isolation; Frequency division duplexed; Frequency division duplexing; Isolation performance; Small aircraft; Unmanned aerial systems; X bands; Printed circuit boards; Databases,Conference,Workshop,Demo Paper,Yes,Chair 7,Chair 8
79,"Schnepf P.D., Davis A., Iverson B.D., Vanfleet R., Davis R.C., Jensen B.D.","Closed-Loop, Axial Temperature Control of Etched Silicon Microcolumn for Tunable Thermal Gradient Gas Chromatography",Optics InfoBase Conference Papers,29,,Disturbance rejection; Gases; MEMS; Silicon; Temperature control; Thermal gradients; Conduction-cooling; Fabrication process; Gas chromatographic column; Heating and cooling rates; High-resolution separations; Microcolumns; Quadratic temperature; Temperature profiles; Gas chromatography,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
80,"Kurniawan C., Baird S., Fullwood D.T., Homer E.R., Johnson O.K.",Grain boundary structure–property model inference using polycrystals: the overdetermined case,Optics InfoBase Conference Papers,55,,Bicrystals; Grain boundaries; Polycrystals; Computational constraints; Effective property; Grain boundary structure; Measurements of; Property data; Property measurement; Property models; Uncertainty quantifications; Structural properties,Conference,Symposium,Demo Paper,Yes,Chair 3,Chair 4
81,"Searle M., Crockett J., Maynes D.","Thermal transport due to buoyant flow past a vertical, heated superhydrophobic surface with uniform stream-wise slip",Proceedings of SPIE - The International Society for Optical Engineering,148,,Boundary layer flow; Boundary layers; Buoyancy; Differential equations; Flow velocity; Hydrophobicity; Natural convection; Nusselt number; Polonium compounds; Prandtl number; Surface properties; Analytical investigations; Boundary layer thickness; Increased temperature; Slip length; Super-hydrophobic surfaces; System of differential equations; Temperature jump; Vertical wall; Sulfur compounds,Conference,Expert Group,Full Paper,Yes,Chair 5,Chair 6
82,"Park J.L., Canizales K.A., Argyle M.D., Woodfield B.F., Stowers K.J.",The effects of doping alumina with silica in alumina-supported NiO catalysts for oxidative dehydrogenation of ethane,Proceedings of the International Telemetering Conference,293,,Alumina; Aluminum oxide; Calcination; Catalysis; Catalysts; Energy efficiency; Ethane; Ethylene; Nickel; Nickel oxide; Productivity; Silica; Alumina support; Alumina-supported; Calcination temperature; Energy-efficient process; NiO catalysts; Oxidative dehydrogenation of ethanes; Oxidative dehydrogenations; Reaction temperature; Dehydrogenation,Conference,Regular Conference,Poster,Yes,Chair 9,Chair 10
83,"Taysom B.S., Sorensen C.D.",Adaptive relay autotuning under static and non-static disturbances with application to friction stir welding,Optics InfoBase Conference Papers,97,,Feedback; Friction; Identification (control systems); Relay control systems; Religious buildings; Research laboratories; Restoration; Temperature control; Adaptive methods; Adaptive relay; Autotuning; Friction stir welding(FSW); Non-oscillations; Relay feedback test; Relay test; Friction stir welding; article; simulation; welding; Machine learning,Conference,Symposium,Full Paper,Yes,Chair 3,Chair 4
84,"Smiley A.J., Harrison W.K., Plett G.L.",Postprocessing the outputs of an interacting multiple-model Kalman filter using a Markovian trellis to estimate parameter values of aged Li-ion cells,Proceedings of the ASME Design Engineering Technical Conference,27,,Battery management systems; Digital communication systems; Functions; Ions; Kalman filters; Probability; Viterbi algorithm; BCJR algorithm; Digital communications; Interacting multiple model; Markovian process; Post processing; Postprocessing algorithms; Probability mass function; Transition probabilities; Lithium-ion batteries; Machine learning,Conference,Regular Conference,Full Paper,Yes,Chair 1,Chair 2
85,"Afran M.S., Saquib M., Rice M.",Sparse Equalization in Aeronautical Telemetry Using Two Transmit Antennas,Optics InfoBase Conference Papers,56,,Antennas; Block codes; Compressed sensing; Functions; Mean square error; Signal to noise ratio; Space time codes; Space-time block coding (STBC); Telemetering equipment; Aeronautical telemetry; Channel conditions; Equalizer coefficients; Mean squared error; Multipaths; Nonconvex functions; Sparse channels; Transmit diversity; Equalizers; Machine learning,Conference,Symposium,Demo Paper,Yes,Chair 3,Chair 4
86,"Gunnarsson A., Andersson K., Adams B.R., Fredriksson C.",Full-scale 3D-modelling of the radiative heat transfer in rotary kilns with a present bed material,IEEE Transactions on Antennas and Propagation,,147,3D modeling; Atmospheric temperature; Brickmaking; Heat radiation; Heat transfer; Iron ores; Oil field equipment; Radiative transfer; Rotary kilns; Surface properties; Conductive heat transfer; Convective heat transfer; Discrete ordinates method; Particle concentrations; Radiation and convection; Radiative heat transfer; Radiative heat transfer equation; Radiative heat transfer modeling; Heat convection; Databases,Journal,,Full Paper,Yes,Editor 1,Editor 2
