Source title,Year,Type,Edition,Authors_list,TitleID,Title,Decision,Approval,Reviewer,Review_Text,Who_Assign
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Hyatt L.P.', ' Magleby S.P.', ' Howell L.L.']",33,Developable mechanisms on right conical surfaces,1,Yes, Seamons K.,Nice Findings,Chair 3
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Hyatt L.P.', ' Magleby S.P.', ' Howell L.L.']",33,Developable mechanisms on right conical surfaces,1,Yes, Salmon J.L.,Great,Chair 3
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Hyatt L.P.', ' Magleby S.P.', ' Howell L.L.']",33,Developable mechanisms on right conical surfaces,0,Yes, Warnick K.F.,Need Improvement,Chair 3
International Journal of Heat and Mass Transfer,2020,Journal,,"['Willis J.', ' Johnson J.', ' Beard R.W.']",34,State-Dependent LQR Control for a Tilt-Rotor UAV,0,Yes, Seamons K.,Need Major Revision,Editor 5
International Journal of Heat and Mass Transfer,2020,Journal,,"['Willis J.', ' Johnson J.', ' Beard R.W.']",34,State-Dependent LQR Control for a Tilt-Rotor UAV,1,Yes, Ning A.,Sound Work,Editor 6
International Journal of Heat and Mass Transfer,2020,Journal,,"['Willis J.', ' Johnson J.', ' Beard R.W.']",34,State-Dependent LQR Control for a Tilt-Rotor UAV,1,Yes, Rice M.,Great,Editor 6
"ASEE Annual Conference and Exposition, Conference Proceedings",2020,Conference,4.0,"['Libano F.', ' Wilson B.', ' Wirthlin M.', ' Rech P.', ' Brunhaver J.']",35,"Understanding the Impact of Quantization, Accuracy, and Radiation on the Reliability of Convolutional Neural Networks on FPGAs",1,Yes, Fletcher T.H.,Fantastic,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2020,Conference,4.0,"['Libano F.', ' Wilson B.', ' Wirthlin M.', ' Rech P.', ' Brunhaver J.']",35,"Understanding the Impact of Quantization, Accuracy, and Radiation on the Reliability of Convolutional Neural Networks on FPGAs",1,Yes, Seamons K.,Fantastic,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2020,Conference,4.0,"['Libano F.', ' Wilson B.', ' Wirthlin M.', ' Rech P.', ' Brunhaver J.']",35,"Understanding the Impact of Quantization, Accuracy, and Radiation on the Reliability of Convolutional Neural Networks on FPGAs",1,Yes, Hawkins A.R.,Sound Work,Chair 7
IEEE Transactions on Nuclear Science,2020,Journal,,"['Švenda V.G.', ' Stanković A.M.', ' Sarić A.T.', ' Transtrum M.K.']",36,Flexible hybrid state estimation for power systems with communication irregularities,1,Yes, Warnick K.F.,Great,Editor 3
IEEE Transactions on Nuclear Science,2020,Journal,,"['Švenda V.G.', ' Stanković A.M.', ' Sarić A.T.', ' Transtrum M.K.']",36,Flexible hybrid state estimation for power systems with communication irregularities,1,Yes, Fletcher T.H.,Nice Findings,Editor 3
IEEE Transactions on Nuclear Science,2020,Journal,,"['Švenda V.G.', ' Stanković A.M.', ' Sarić A.T.', ' Transtrum M.K.']",36,Flexible hybrid state estimation for power systems with communication irregularities,1,Yes, Schmidt H.,Awesome,Editor 3
Optics InfoBase Conference Papers,2020,Conference,4.0,['Lawson J.'],37,Comparison of conditional main effects analysis to the analysis of follow-up experiments for separating confounded two-factor interaction effects in 2 IVk−p fractional factorial experiments,1,Yes, Zappala D.,Great,Chair 4
Optics InfoBase Conference Papers,2020,Conference,4.0,['Lawson J.'],37,Comparison of conditional main effects analysis to the analysis of follow-up experiments for separating confounded two-factor interaction effects in 2 IVk−p fractional factorial experiments,0,Yes, Rice M.,Old Idea,Chair 3
Optics InfoBase Conference Papers,2020,Conference,4.0,['Lawson J.'],37,Comparison of conditional main effects analysis to the analysis of follow-up experiments for separating confounded two-factor interaction effects in 2 IVk−p fractional factorial experiments,1,Yes, Warnick K.F.,Nice Findings,Chair 3
International Journal of Heat and Mass Transfer,2020,Journal,,"['Afran M.S.', ' Saquib M.', ' Rice M.']",38,On the effects of channel sparsity on joint estimators in aeronautical telemetry,1,Yes, Fletcher T.H.,Sound Work,Editor 6
International Journal of Heat and Mass Transfer,2020,Journal,,"['Afran M.S.', ' Saquib M.', ' Rice M.']",38,On the effects of channel sparsity on joint estimators in aeronautical telemetry,1,Yes, Magleby S.P.,Excellent,Editor 5
International Journal of Heat and Mass Transfer,2020,Journal,,"['Afran M.S.', ' Saquib M.', ' Rice M.']",38,On the effects of channel sparsity on joint estimators in aeronautical telemetry,0,Yes, Schmidt H.,Old Idea,Editor 5
IEEE Transactions on Antennas and Propagation,2020,Journal,,"['Ellingson G.', ' Brink K.', ' McLain T.']",39,Relative navigation of fixed-wing aircraft in GPS-denied environments,1,Yes, Schmidt H.,Great,Editor 2
IEEE Transactions on Antennas and Propagation,2020,Journal,,"['Ellingson G.', ' Brink K.', ' McLain T.']",39,Relative navigation of fixed-wing aircraft in GPS-denied environments,1,Yes, Magleby S.P.,Sound Work,Editor 1
IEEE Transactions on Antennas and Propagation,2020,Journal,,"['Ellingson G.', ' Brink K.', ' McLain T.']",39,Relative navigation of fixed-wing aircraft in GPS-denied environments,1,Yes, Howell L.L.,Great,Editor 2
Proceedings of SPIE - The International Society for Optical Engineering,2020,Conference,4.0,"['Sansom R.L.', ' Bodily R.', ' Bates C.O.', ' Leary H.']",40,Increasing Student Use of a Learner Dashboard,1,Yes, Rice M.,Fantastic,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2020,Conference,4.0,"['Sansom R.L.', ' Bodily R.', ' Bates C.O.', ' Leary H.']",40,Increasing Student Use of a Learner Dashboard,0,Yes, Zappala D.,Need Improvement,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2020,Conference,4.0,"['Sansom R.L.', ' Bodily R.', ' Bates C.O.', ' Leary H.']",40,Increasing Student Use of a Learner Dashboard,1,Yes, Schmidt H.,Sound Work,Chair 6
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Small K.A.', ' Clayburn Z.', ' DeMott R.', ' Primig S.', ' Fullwood D.', ' Taheri M.L.']",41,Interplay of dislocation substructure and elastic strain evolution in additively manufactured Inconel 625,1,Yes, Seamons K.,Great,Chair 3
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Small K.A.', ' Clayburn Z.', ' DeMott R.', ' Primig S.', ' Fullwood D.', ' Taheri M.L.']",41,Interplay of dislocation substructure and elastic strain evolution in additively manufactured Inconel 625,1,Yes, Warnick K.F.,Great,Chair 4
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Small K.A.', ' Clayburn Z.', ' DeMott R.', ' Primig S.', ' Fullwood D.', ' Taheri M.L.']",41,Interplay of dislocation substructure and elastic strain evolution in additively manufactured Inconel 625,0,Yes, Fletcher T.H.,Need Major Revision,Chair 4
Proceedings of the ASME Design Engineering Technical Conference,2020,Conference,4.0,"['McLeod A.R.', ' Bruening D.', ' Johnson A.W.', ' Ward J.', ' Hunter I.']",42,Improving running economy through altered shoe bending stiffness across speeds,1,Yes, Fletcher T.H.,Innovative Idea,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2020,Conference,4.0,"['McLeod A.R.', ' Bruening D.', ' Johnson A.W.', ' Ward J.', ' Hunter I.']",42,Improving running economy through altered shoe bending stiffness across speeds,1,Yes, Ning A.,Sound Work,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2020,Conference,4.0,"['McLeod A.R.', ' Bruening D.', ' Johnson A.W.', ' Ward J.', ' Hunter I.']",42,Improving running economy through altered shoe bending stiffness across speeds,0,Yes, Hawkins A.R.,Need Improvement,Chair 2
Proceedings of SPIE - The International Society for Optical Engineering,2020,Conference,4.0,"['Camacho R.M.', ' Fish D.', ' Simmons M.', ' Awerkamp P.', ' Anderson R.', ' Carlson S.', ' Laney J.', ' Viglione M.', ' Nordin G.P.']",43,Self-Sustaining 3D Thin Liquid Films in Ambient Environments,0,No, Ning A.,Need Improvement,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2020,Conference,4.0,"['Camacho R.M.', ' Fish D.', ' Simmons M.', ' Awerkamp P.', ' Anderson R.', ' Carlson S.', ' Laney J.', ' Viglione M.', ' Nordin G.P.']",43,Self-Sustaining 3D Thin Liquid Films in Ambient Environments,1,No, Schmidt H.,Excellent,Chair 6
Proceedings of SPIE - The International Society for Optical Engineering,2020,Conference,4.0,"['Camacho R.M.', ' Fish D.', ' Simmons M.', ' Awerkamp P.', ' Anderson R.', ' Carlson S.', ' Laney J.', ' Viglione M.', ' Nordin G.P.']",43,Self-Sustaining 3D Thin Liquid Films in Ambient Environments,0,No, Howell L.L.,Need Improvement,Chair 5
Proceedings of the ASME Design Engineering Technical Conference,2020,Conference,4.0,"['Knighton B.E.', ' Nielson M.', ' Hardy R.T.', ' Alejandro A.', ' Rawlings L.', ' Johnson J.A.']",44,Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,1,Yes, Fletcher T.H.,Great,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2020,Conference,4.0,"['Knighton B.E.', ' Nielson M.', ' Hardy R.T.', ' Alejandro A.', ' Rawlings L.', ' Johnson J.A.']",44,Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,1,Yes, Salmon J.L.,Nice Findings,Chair 1
Proceedings of the ASME Design Engineering Technical Conference,2020,Conference,4.0,"['Knighton B.E.', ' Nielson M.', ' Hardy R.T.', ' Alejandro A.', ' Rawlings L.', ' Johnson J.A.']",44,Picking Out Nonlinear Collective Couplings with Two-Dimensional Terahertz Spectroscopy,1,Yes, Seamons K.,Nice Findings,Chair 1
IEEE Transactions on Nuclear Science,2020,Journal,,"['Peatross J.', ' Atkinson N.', ' Hodge D.', ' Pratt B.', ' Romero M.', ' Schulzke C.', ' Ware M.']",45,Measured Polarization Components of Nonlinear Thomson Scattering,1,Yes, Fletcher T.H.,Great,Editor 4
IEEE Transactions on Nuclear Science,2020,Journal,,"['Peatross J.', ' Atkinson N.', ' Hodge D.', ' Pratt B.', ' Romero M.', ' Schulzke C.', ' Ware M.']",45,Measured Polarization Components of Nonlinear Thomson Scattering,1,Yes, Warnick K.F.,Great,Editor 3
IEEE Transactions on Nuclear Science,2020,Journal,,"['Peatross J.', ' Atkinson N.', ' Hodge D.', ' Pratt B.', ' Romero M.', ' Schulzke C.', ' Ware M.']",45,Measured Polarization Components of Nonlinear Thomson Scattering,1,Yes, Zappala D.,Sound Work,Editor 4
International Journal of Heat and Mass Transfer,2020,Journal,,"['Ottosson H.J.', ' Mattson C.A.', ' Dahlin E.C.']",46,"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",1,Yes, Ning A.,Great,Editor 5
International Journal of Heat and Mass Transfer,2020,Journal,,"['Ottosson H.J.', ' Mattson C.A.', ' Dahlin E.C.']",46,"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",1,Yes, Warnick K.F.,Innovative Idea,Editor 5
International Journal of Heat and Mass Transfer,2020,Journal,,"['Ottosson H.J.', ' Mattson C.A.', ' Dahlin E.C.']",46,"Analysis of perceived social impacts of existing products designed for the developing world, with implications for new product development",1,Yes, Rice M.,Nice Findings,Editor 5
Proceedings of the ASME Design Engineering Technical Conference,2020,Conference,4.0,"['Hamilton E.S.', ' Hawkins A.R.']",47,Direct macro-to-micro interface method for microfluidics,1,Yes, Fletcher T.H.,Awesome,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2020,Conference,4.0,"['Hamilton E.S.', ' Hawkins A.R.']",47,Direct macro-to-micro interface method for microfluidics,1,Yes, Ning A.,Innovative Idea,Chair 2
Proceedings of the ASME Design Engineering Technical Conference,2020,Conference,4.0,"['Hamilton E.S.', ' Hawkins A.R.']",47,Direct macro-to-micro interface method for microfluidics,1,Yes, Howell L.L.,Sound Work,Chair 1
Proceedings of the International Telemetering Conference,2020,Conference,4.0,['Crane N.B.'],48,Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,0,Yes, Schmidt H.,Need Improvement,Chair 9
Proceedings of the International Telemetering Conference,2020,Conference,4.0,['Crane N.B.'],48,Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,1,Yes, Salmon J.L.,Innovative Idea,Chair 9
Proceedings of the International Telemetering Conference,2020,Conference,4.0,['Crane N.B.'],48,Impact of part thickness and drying conditions on saturation limits in binder jet additive manufacturing,1,Yes, Magleby S.P.,Sound Work,Chair 9
"ASEE Annual Conference and Exposition, Conference Proceedings",2020,Conference,4.0,"['Aryal B.R.', ' Ranasinghe D.R.', ' Westover T.R.', ' Calvopiña D.G.', ' Davis R.C.', ' Harb J.N.', ' Woolley A.T.']",49,DNA origami mediated electrically connected metal—semiconductor junctions,1,Yes, Magleby S.P.,Sound Work,Chair 7
"ASEE Annual Conference and Exposition, Conference Proceedings",2020,Conference,4.0,"['Aryal B.R.', ' Ranasinghe D.R.', ' Westover T.R.', ' Calvopiña D.G.', ' Davis R.C.', ' Harb J.N.', ' Woolley A.T.']",49,DNA origami mediated electrically connected metal—semiconductor junctions,0,Yes, Ning A.,Need Improvement,Chair 8
"ASEE Annual Conference and Exposition, Conference Proceedings",2020,Conference,4.0,"['Aryal B.R.', ' Ranasinghe D.R.', ' Westover T.R.', ' Calvopiña D.G.', ' Davis R.C.', ' Harb J.N.', ' Woolley A.T.']",49,DNA origami mediated electrically connected metal—semiconductor junctions,1,Yes, Salmon J.L.,Sound Work,Chair 7
IEEE Transactions on Antennas and Propagation,2020,Journal,,"['Fujimoto M.S.', ' Lyman C.A.', ' Clement M.J.']",50,Kcollections: A fast and efficient library for K-mers,1,Yes, Rice M.,Great,Editor 1
IEEE Transactions on Antennas and Propagation,2020,Journal,,"['Fujimoto M.S.', ' Lyman C.A.', ' Clement M.J.']",50,Kcollections: A fast and efficient library for K-mers,1,Yes, Salmon J.L.,Sound Work,Editor 1
IEEE Transactions on Antennas and Propagation,2020,Journal,,"['Fujimoto M.S.', ' Lyman C.A.', ' Clement M.J.']",50,Kcollections: A fast and efficient library for K-mers,1,Yes, Howell L.L.,Excellent,Editor 1
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Bunimovich L.', ' Passey D.J.', ' Smith D.', ' Webb B.']",51,Spectral and Dynamic Consequences of Network Specialization,1,Yes, Fletcher T.H.,Excellent,Chair 3
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Bunimovich L.', ' Passey D.J.', ' Smith D.', ' Webb B.']",51,Spectral and Dynamic Consequences of Network Specialization,1,Yes, Rice M.,Fantastic,Chair 4
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Bunimovich L.', ' Passey D.J.', ' Smith D.', ' Webb B.']",51,Spectral and Dynamic Consequences of Network Specialization,0,Yes, Seamons K.,Need Improvement,Chair 4
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Miao D.', ' Zou Z.', ' Scott M.A.', ' Borden M.J.', ' Thomas D.C.']",52,Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,1,Yes, Hawkins A.R.,Great,Chair 4
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Miao D.', ' Zou Z.', ' Scott M.A.', ' Borden M.J.', ' Thomas D.C.']",52,Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,0,Yes, Rice M.,Need Improvement,Chair 3
Optics InfoBase Conference Papers,2020,Conference,4.0,"['Miao D.', ' Zou Z.', ' Scott M.A.', ' Borden M.J.', ' Thomas D.C.']",52,Isogeometric Bézier dual mortaring: The enriched Bézier dual basis with application to second- and fourth-order problems,1,Yes, Zappala D.,Sound Work,Chair 3
Geotechnical Special Publication,2020,Journal,,"['Yu M.', ' Zhang D.', ' Lee D.-J.', ' Desai A.']",53,SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,1,Yes, Seamons K.,Nice Findings,Editor 7
Geotechnical Special Publication,2020,Journal,,"['Yu M.', ' Zhang D.', ' Lee D.-J.', ' Desai A.']",53,SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,1,Yes, Ning A.,Sound Work,Editor 8
Geotechnical Special Publication,2020,Journal,,"['Yu M.', ' Zhang D.', ' Lee D.-J.', ' Desai A.']",53,SR-SYBA: A scale and rotation invariant synthetic basis feature descriptor with low memory usage,1,Yes, Zappala D.,Fantastic,Editor 7
Proceedings of SPIE - The International Society for Optical Engineering,2020,Conference,4.0,"['Gunnarsson A.', ' Andersson K.', ' Adams B.R.', ' Fredriksson C.']",54,Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,1,Yes, Seamons K.,Nice Findings,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2020,Conference,4.0,"['Gunnarsson A.', ' Andersson K.', ' Adams B.R.', ' Fredriksson C.']",54,Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,1,Yes, Zappala D.,Sound Work,Chair 5
Proceedings of SPIE - The International Society for Optical Engineering,2020,Conference,4.0,"['Gunnarsson A.', ' Andersson K.', ' Adams B.R.', ' Fredriksson C.']",54,Discrete-ordinates modelling of the radiative heat transfer in a pilot-scale rotary kiln,1,Yes, Howell L.L.,Sound Work,Chair 6
IEEE Transactions on Antennas and Propagation,2020,Journal,,"['Peters W.', ' Jones T.', ' Efimov A.', ' Pedersoli E.', ' Foglia L.', ' Mincigrucci R.', ' Nikolov I.', ' Trebino R.', ' Sandberg R.', ' Danailov M.', ' Capotondi F.', ' Bencivenga F.', ' Bowlan P.']",55,Single-Shot Measurement of Extreme Ultraviolet Free Electron Laser Pulses,1,Yes, Zappala D.,Great,Editor 1
