Author_Name,Affiliation
Harris R.,"Department of Geological Sciences, Brigham Young University, Provo, UT  84602-4606, United States"
Harrison C.R.,"San Diego State University, San Diego, CA  92182-1030, United States"
Harrison R.G.,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States"
Harrison W.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Harrison W.K.,"Department of Electrical and Computer Engineering, Brigham Young UniversityUT, United States"
Harrisony W.K.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Hart G.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Hart G.L.W.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Hartman B.,"Department of Statistics, Brigham Young University, Provo, UT, United States"
Hartman B.M.,"Department of Statistics, Brigham Young University, Provo, UT, United States"
Haskell M.,"Brigham Young University, United States"
Hasler E.,"Brigham Young University, United States"
Hastings A.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Haswell C.,"Psychiatry, Duke University, Durham, NC, United States"
Hatch C.,"Nicholson Construction Company, 2400 Ansys Dr Suite 303, Canonsburg, PA  15317, United States"
Hatch N.W.,"Dept. of Civil and Environmental Engineering, Brigham Young University, Provo, UT  84602, United States"
Hathaway J.E.,"Brigham Young University–Idaho, Rexburg, ID  83460, United States"
Haut T.,"Center for Applied Scientific Computing, Lawrence Livermore National Laboratory, P. O. Box 8080, L-561, Livermore, CA  94551, United States"
Havinga P.J.M.,"University of Twente, Enschede, Netherlands"
Hawkins A.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Hawkins A.R.,"Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Hawkins L.,"Green Bank Observatory, Green Bank, WV, United States"
Hayden S.,"Brigham Young University, United States"
Hayes A.,"Department of Astronomy, Cornell University, Ithaca, NY  14853, United States"
Hazarika H.,"Department of Civil Engineering, Kyushu University, Fukuoka, Japan"
Hazen G.,"Brigham Young University, United States"
He J.,"Dept. of Civil and Environmental Engineering, Brigham Young Univ., 368 Clyde Bldg., Provo, UT  84602, United States"
Heath D.,"Google, Inc., Mountain View, CA  94043, United States"
Heath Ogden T.,"Department of Biology, Utah Valley University, SB 242M, Orem, UT  84058, United States"
Hedengren J.,"Brigham Young University, Department of Civil and Environmental Engineering, United States"
Hedengren J.D.,"Dept. of Chemical Engineering, Brigham Young Univ., 350 Clyde Bldg., Provo, UT  84602, United States"
Hedges D.M.,"Department of Psychology and Neuroscience, Brigham Young University, Provo, UT  84602, United States"
Heidbrink S.,"Computer Science Department, Brigham Young University, 3361 TMCB PO Box 26576, Provo, UT  84602-6576, United States"
Heiner B.K.,"AFRL RYAT, Wright Patterson AFB, OH, United States"
Helps R.G.,"Brigham Young University, United States"
Hendershot T.,"Brigham Young University, United States"
Hendershott J.,"Univ. of Tennessee, United States"
Henderson P.,"Carnegie Mellon University, United States"
Hendricks L.J.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Hendrickson N.R.,"Department of Public Health, Brigham Young University, Provo, UT, United States"
Henrichsen A.M.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Henrie A.,"Electrical and Computer Engineering Department, 459 Clyde Building, Brigham Young University, Provo, UT  84602, United States"
Hepworth A.,"East Hartford, CT  06118, United States"
Hepworth A.I.,"Brigham Young University, United States"
Herder J.L.,"Department of Precision and Microsystems Engineering, Delft University of Technology, Mekelweg 2, Delft, CD  2628, Netherlands"
Heron M.L.,"Marine Geophysics Laboratory, James Cook University, Townsville, QLD  4811, Australia"
Herr D.J.C.,"Nanoscience Department, The Joint School of Nanoscience and Nanoengineering, The University of North Carolina at Greensboro, Greensboro, NC, United States"
Hershman R.,"Department of Chemical Engineering, University of Massachusetts Amherst, Amherst, MA  01003, United States"
Hess B.C.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Hewson J.C.,"Fire Science and Technology Department, Sandia National Laboratories, Albuquerque, NM, United States"
Hicks A.L.,"Department of Civil and Environmental Engineering, University of Wisconsin-Madison, Madison, WI  53706, United States"
Hicks D.,"Center for Materials Genomics, Duke University, Durham, NC  27708, United States, Department of Mechanical Engineering and Materials Science, Duke University, Durham, NC  27708, United States"
High G.,"Ocean Flow International, 2100 West Loop South Suite 500, Houston, TX  77027, United States"
Higham C.,"Roseman University of Health Sciences, College of Dental Medicine, South Jordan, UT  84095, United States"
Hill J.C.,"Electrical and Computer Engineering Department, Brigham Young University, Provo, UT  84602, United States"
Hill M.,"Brigham Young University, United States"
Hinds S.R.,"Department of Defense, United States Army Medical Research and Materiel Command, United States"
Hinton D.,"Northwest Hydraulic Consultants, 12787 Gateway Dr. S., Tukwila, WA  98168, United States"
Hirata C.M.,"Planetary Science Institute, Tucson, AZ, United States"
Hirons E.,"Botnar Research Centre, Nuffield Department of Orthopaedics, Rheumatology, and Musculoskeletal Sciences, University of Oxford, Oxford, United Kingdom"
Hirschi E.,"Dept. of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Hirt J.R.,"Brigham Young University, United States"
Hoagland D.,"Manufacturing Engineering Technology, Brigham Young University, Provo, UT, United States"
Hodge D.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Hodges G.T.,"Department of Chemistry and Biochemistry, Brigham Young University, C100 BNSN, Provo, UT  84602, United States"
Hogg H.L.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Hogg S.M.,"Acoustics Research Group, Department of Physics and Astronomy, Brigham Young University, Provo, UT  84602, United States"
Hogge J.W.,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States"
Hogstrom C.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT, United States"
Holbrook M.D.,"Verum TCS, LLC, Salt Lake City, UT, United States, Department of Biomedical Engineering, Duke University, Durham, NC, United States"
Holden J.,"Raytheon Space and Airborne Systems, El Segundo, CA, United States"
Holland T.,"Chemical Engineering Dept., Brigham Young University, Provo, UT  84602, United States, Los Alamos National Laboratory, Los Alamos, NM, United States"
Hollenbeck M.,"Optisys LLC, West Jordan, UT, United States"
Holler B.J.,"Space Telescope Science Institute, Baltimore, MD, United States"
Holloway C.L.,"Communications Technology Laboratory, National Institute of Standards and Technology, Boulder, CO  80305, United States"
Holt E.A.,"School of Biological Sciences, University of Northern Colorado, Campus Box 92, Greeley, CO  80639, United States"
Holtom J.,"Department of Electrical and Computer Engineering, Brigham Young University, Provo, UT  84602, United States"
Homer E.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States"
Homer E.R.,"Department of Mechanical Engineering, Brigham Young University, 350 Engineering Building, Provo, UT  84602, United States"
Hong C.-F.,"Department of Long Term Care, National Quemoy University, Jinning, 892, Taiwan"
Hong S.-T.,"School of Mechanical Engineering, University of Ulsan, 93, Daehak-ro, Nam-gu, Ulsan, 44610, South Korea"
Hooper K.,"Brigham Young University, Electrical and Computer Engineering Dept., Provo, UT, United States"
Hope S.,"Dept. of Microbiology and Molecular Biology, Brigham Young University, Provo, UT  84602, United States"
Hopkins B.,"Dept. of Plant and Wildlife Sciences, Brigham Young Univ., Provo, UT  84602, United States"
Hopkins E.,"Earth and Environmental Sciences Division, Los Alamos National Laboratory, Los Alamos, NM, United States"
Hopman A.,"Brigham Young University, United States"
Horak P.,"Budapest University of Technology and Economics, Hungary"
Horne R.R.,"Chemical Engineering Department, Brigham Young University, Provo, UT, United States, Carver College of Medicine, University of Iowa, Iowa City, IA, United States"
Hosemann P.,"Nuclear Engineering Department, University of California-Berkeley, Berkeley, CA, United States, Material Science Division, Lawrence Berkeley National Laboratory, Berkeley, CA, United States"
Hosler T.,"Dept of Mechanical Engineering, Brigham Young University, Provo, UT  84602, United States"
Hotchkiss R.,"Dept. of Civil and Environmental Engineering, Brigham Young Univ., 368 Clyde Bldg., Provo, UT  84602, United States"
Hotchkiss R.H.,"Dept. of Civil and Environmental Engineering, Brigham Young Univ., 368 Clyde Bldg., Provo, UT  84602, United States"
Hou H.,"Department of Materials Science and Engineering, University of Maryland, College Park, MD  20742, United States"
Hovanski Y.,"Manufacturing Engineering Technology, Brigham Young University, Provo, UT  84602, United States"
Howard D.,"Brigham Young University, United States"
Howarth J.,"Department of Chemical Engineering, Brigham Young University, Provo, UT  84602, United States"
Howe L.,"Department of Physics and Astronomy, Brigham Young University, Provo, UT, United States"
Howell B.,"Brigham Young University, United States"
Howell B.F.,"Brigham Young University, United States"
Howell C.,"Department of Chemical Engineering, Brigham Young University, 350 L CB, Provo, UT  84602, United States"
Howell L.,"Department of Mechanical Engineering, Brigham Young University, Provo, UT, United States"
Howell L.L.,"Mechanical Engineering Department, Brigham Young University, Provo, UT  84602, United States"
Howell R.G.,"Department of Plant and Wildlife Sciences, 4105B LSB, Brigham Young University, Provo, UT  84602, United States"
Howland S.,"Brigham Young UniversityUT, United States"
Howland S.M.J.,"Purdue University, School of Engineering Education at Purdue, West Lafayette, United States"
Hoybjerg T.G.,"Microbiology & Molecular Biology, Brigham Young University, Provo, UT, United States"
Hsieh H.H.,"Academia Sinica, Institute of Astronomy and Astrophysics, Taipei, Taiwan, INAF Istituto di Astrofisica e Planetologia Spaziali, Rome, Italy"
Hsu C.-W.,"National Chiao Tung University, Electrical and Computer Engineering, Hsinchu, Taiwan"
Hu H.H.,"Westminster College, Computer Science, Salt Lake City, UT, United States"
Hu R.,"State Key Laboratory of Magnetic Resonance and Atomic Molecular Physics, National Center for Magnetic Resonance in Wuhan, Wuhan Institute of Physics and Mathematics, Chinese Academy of Sciences, Wuhan, Hubei  430071, China"
Hua Z.,"Idaho National Laboratory, Idaho Falls, ID, United States"
Huang B.,"Department of Chemistry and Biochemistry, Brigham Young University, Provo, UT  84602, United States"
Huang C.,"Department of Plastic, Reconstructive and Aesthetic Surgery, Beijing Tsinghua Changgung Hospital, Tsinghua University, Beijing, 102218, China"
Huang J.-S.,"National Chiao Tung University, Electrical and Computer Engineering, Hsinchu, Taiwan"
Huang X.,"National Institute of Clean-and-Low-Carbon Energy, Beijing, 102211, China, Departments of Petroleum and Chemical Engineering, University of Wyoming, Laramie, WY  82071, United States"
Huang Y.-C.,"National Chiao Tung University, Electrical and Computer Engineering, Hsinchu, Taiwan"
Huang Z.,"Guangdong Provincial Engineering Technology Research Center for Sports Assistive Device, Guangzhou Sport University, Guangzhou, China"
